is_customer,duration_mths,credit_hist,purpose,credit_amt,savings,employed,installment_rate_pct,sex_status,guarantors,same_resid_since,property,age,other_installment_plans,housing,n_credits_this_bank,job,dependents,phone,foreign_worker,target
no checking account,10,exist paid till now,car (used),2848,100k - 500k,1 - 4 years  ,1,male:single,co-applicant,2,real estate,32,none,own,1,skilled employee / official,2,no,yes,1
<0,6,exist paid till now,car (new),14896,< 100k,>= 7 years,1,male:single,none,4,unknown / no property,68,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
<0,24,exist paid till now,furniture/equipment,2359,100k - 500k,unemployed,1,male:divorced/separated,none,1,if not A121 : building society savings agreement/ life insurance,33,none,own,1,skilled employee / official,1,no,yes,0
<0,24,exist paid till now,furniture/equipment,3345,< 100k,>= 7 years,4,male:single,none,2,if not A121 : building society savings agreement/ life insurance,39,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
no checking account,18,critical account/  other credits existing (not at this bank),furniture/equipment,1817,< 100k,1 - 4 years  ,4,female:divorced/separated/married,none,2,unknown / no property,28,none,own,2,skilled employee / official,1,no,yes,1
no checking account,48,delay in paying off in the past,radio/television,12749,500k - 1M,4 - 7 years,4,male:single,none,1,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
<0,9,exist paid till now,radio/television,1366,< 100k,< 1 year,3,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1,no,yes,0
0 - 200k,12,exist paid till now,car (new),2002,< 100k,4 - 7 years,3,male:single,none,4,if not A121 : building society savings agreement/ life insurance,30,none,rent,1,skilled employee / official,2,yes,yes,1
<0,24,this bank all paid,furniture/equipment,6872,< 100k,< 1 year,2,male:divorced/separated,none,1,if not A121 : building society savings agreement/ life insurance,55,bank,own,1,skilled employee / official,1,yes,yes,0
<0,12,this bank all paid,car (new),697,< 100k,< 1 year,4,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",46,bank,own,2,skilled employee / official,1,yes,yes,0
<0,18,critical account/  other credits existing (not at this bank),furniture/equipment,1049,< 100k,< 1 year,4,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,21,none,rent,1,skilled employee / official,1,no,yes,1
<0,48,exist paid till now,car (used),10297,< 100k,4 - 7 years,4,male:single,none,4,unknown / no property,39,stores,for free,3,skilled employee / official,2,yes,yes,0
no checking account,30,exist paid till now,radio/television,1867,unknown/ no savings account,>= 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",58,none,own,1,skilled employee / official,1,yes,yes,1
<0,12,delay in paying off in the past,car (new),1344,< 100k,1 - 4 years  ,4,male:single,none,2,real estate,43,none,own,2,unskilled - resident,2,no,yes,1
<0,24,exist paid till now,furniture/equipment,1747,< 100k,< 1 year,4,male:single,co-applicant,1,if not A121 : building society savings agreement/ life insurance,24,none,own,1,unskilled - resident,1,no,no,1
0 - 200k,9,exist paid till now,radio/television,1670,< 100k,< 1 year,4,female:divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,skilled employee / official,1,yes,yes,0
no checking account,9,critical account/  other credits existing (not at this bank),car (new),1224,< 100k,1 - 4 years  ,3,male:single,none,1,real estate,30,none,own,2,skilled employee / official,1,no,yes,1
no checking account,12,critical account/  other credits existing (not at this bank),radio/television,522,500k - 1M,>= 7 years,4,male:single,none,4,if not A121 : building society savings agreement/ life insurance,42,none,own,2,skilled employee / official,2,yes,yes,1
<0,12,exist paid till now,radio/television,1498,< 100k,1 - 4 years  ,4,female:divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",23,bank,own,1,skilled employee / official,1,no,yes,1
0 - 200k,30,delay in paying off in the past,radio/television,1919,100k - 500k,< 1 year,4,male:single,none,3,unknown / no property,30,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,no,yes,0
>= 200k,9,exist paid till now,radio/television,745,< 100k,1 - 4 years  ,3,female:divorced/separated/married,none,2,real estate,28,none,own,1,unskilled - resident,1,no,yes,0
0 - 200k,6,exist paid till now,radio/television,2063,< 100k,< 1 year,4,male:married/widowed,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
0 - 200k,60,exist paid till now,education,6288,< 100k,1 - 4 years  ,4,male:single,none,4,unknown / no property,42,none,for free,1,skilled employee / official,1,no,yes,0
no checking account,24,critical account/  other credits existing (not at this bank),car (used),6842,unknown/ no savings account,1 - 4 years  ,2,male:single,none,4,if not A121 : building society savings agreement/ life insurance,46,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,yes,yes,1
no checking account,12,exist paid till now,car (new),3527,unknown/ no savings account,< 1 year,2,male:single,none,3,if not A121 : building society savings agreement/ life insurance,45,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,yes,yes,1
no checking account,10,exist paid till now,car (new),1546,< 100k,1 - 4 years  ,3,male:single,none,2,real estate,31,none,own,1,unskilled - resident,2,no,no,1
no checking account,24,exist paid till now,furniture/equipment,929,unknown/ no savings account,4 - 7 years,4,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",31,stores,own,1,skilled employee / official,1,yes,yes,1
no checking account,4,critical account/  other credits existing (not at this bank),car (new),1455,< 100k,4 - 7 years,2,male:single,none,1,real estate,42,none,own,3,unskilled - resident,2,no,yes,1
<0,15,exist paid till now,furniture/equipment,1845,< 100k,< 1 year,4,female:divorced/separated/married,guarantor,1,if not A121 : building society savings agreement/ life insurance,46,none,rent,1,skilled employee / official,1,no,yes,1
0 - 200k,48,no credits taken/ all paid,car (new),8358,500k - 1M,< 1 year,1,female:divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,no,yes,1
<0,24,this bank all paid,furniture/equipment,3349,500k - 1M,< 1 year,4,male:single,none,4,unknown / no property,30,none,for free,1,skilled employee / official,2,yes,yes,0
no checking account,12,exist paid till now,car (new),2859,unknown/ no savings account,unemployed,4,male:single,none,4,unknown / no property,38,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
no checking account,18,exist paid till now,furniture/equipment,1533,< 100k,< 1 year,4,male:married/widowed,co-applicant,1,if not A121 : building society savings agreement/ life insurance,43,none,own,1,unskilled - resident,2,no,yes,0
no checking account,24,exist paid till now,radio/television,3621,100k - 500k,>= 7 years,2,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,no,yes,0
0 - 200k,18,critical account/  other credits existing (not at this bank),business,3590,< 100k,unemployed,3,male:married/widowed,none,3,"if not A121/A122 : car or other, not in attribute 6",40,none,own,3,unemployed/ unskilled  - non-resident,2,yes,yes,1
<0,36,delay in paying off in the past,business,2145,< 100k,4 - 7 years,2,male:single,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,yes,yes,0
0 - 200k,24,exist paid till now,car (used),4113,500k - 1M,< 1 year,3,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,skilled employee / official,1,no,yes,0
no checking account,36,exist paid till now,furniture/equipment,10974,< 100k,unemployed,4,female:divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
<0,12,exist paid till now,car (new),1893,< 100k,1 - 4 years  ,4,female:divorced/separated/married,guarantor,4,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,yes,yes,1
<0,24,critical account/  other credits existing (not at this bank),radio/television,1231,>= 1M,>= 7 years,4,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,57,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
>= 200k,30,critical account/  other credits existing (not at this bank),radio/television,3656,unknown/ no savings account,>= 7 years,4,male:single,none,4,if not A121 : building society savings agreement/ life insurance,49,stores,own,2,unskilled - resident,1,no,yes,1
0 - 200k,9,critical account/  other credits existing (not at this bank),radio/television,1154,< 100k,>= 7 years,2,male:single,none,4,real estate,37,none,own,3,unskilled - resident,1,no,yes,1
<0,28,exist paid till now,car (new),4006,< 100k,1 - 4 years  ,3,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",45,none,own,1,unskilled - resident,1,no,yes,0
0 - 200k,24,exist paid till now,furniture/equipment,3069,100k - 500k,>= 7 years,4,male:single,none,4,unknown / no property,30,none,for free,1,skilled employee / official,1,no,yes,1
no checking account,6,critical account/  other credits existing (not at this bank),radio/television,1740,< 100k,>= 7 years,2,male:married/widowed,none,2,real estate,30,none,rent,2,skilled employee / official,1,no,yes,1
0 - 200k,21,delay in paying off in the past,car (new),2353,< 100k,1 - 4 years  ,1,male:divorced/separated,none,4,if not A121 : building society savings agreement/ life insurance,47,none,own,2,skilled employee / official,1,no,yes,1
no checking account,15,exist paid till now,car (new),3556,unknown/ no savings account,1 - 4 years  ,3,male:single,none,2,unknown / no property,29,none,own,1,skilled employee / official,1,no,yes,1
no checking account,24,exist paid till now,radio/television,2397,500k - 1M,>= 7 years,3,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",35,bank,own,2,skilled employee / official,1,yes,yes,0
0 - 200k,6,exist paid till now,repairs,454,< 100k,< 1 year,3,male:married/widowed,none,1,if not A121 : building society savings agreement/ life insurance,22,none,own,1,unskilled - resident,1,no,yes,1
0 - 200k,30,exist paid till now,radio/television,1715,unknown/ no savings account,1 - 4 years  ,4,female:divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,no,yes,1
0 - 200k,27,critical account/  other credits existing (not at this bank),radio/television,2520,500k - 1M,1 - 4 years  ,4,male:single,none,2,if not A121 : building society savings agreement/ life insurance,23,none,own,2,unskilled - resident,1,no,yes,0
no checking account,15,exist paid till now,radio/television,3568,< 100k,>= 7 years,4,female:divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",54,bank,rent,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
no checking account,42,exist paid till now,radio/television,7166,unknown/ no savings account,4 - 7 years,2,male:married/widowed,none,4,if not A121 : building society savings agreement/ life insurance,29,none,rent,1,skilled employee / official,1,yes,yes,1
<0,11,critical account/  other credits existing (not at this bank),car (new),3939,< 100k,1 - 4 years  ,1,male:single,none,2,real estate,40,none,own,2,unskilled - resident,2,no,yes,1
0 - 200k,15,exist paid till now,repairs,1514,100k - 500k,1 - 4 years  ,4,male:single,guarantor,2,real estate,22,none,own,1,skilled employee / official,1,no,yes,1
no checking account,24,exist paid till now,car (new),7393,< 100k,1 - 4 years  ,1,male:single,none,4,if not A121 : building society savings agreement/ life insurance,43,none,own,1,unskilled - resident,2,no,yes,1
<0,24,this bank all paid,car (new),1193,< 100k,unemployed,1,female:divorced/separated/married,co-applicant,4,unknown / no property,29,none,rent,2,unemployed/ unskilled  - non-resident,1,no,yes,0
<0,60,exist paid till now,business,7297,< 100k,>= 7 years,4,male:single,co-applicant,4,unknown / no property,36,none,rent,1,skilled employee / official,1,no,yes,0
no checking account,30,critical account/  other credits existing (not at this bank),radio/television,2831,< 100k,1 - 4 years  ,4,female:divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,yes,yes,1
